include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,3,1,24,6,False,True,4,0.018746216,0.015445916,0.011545498,0.048196305,1.0868077278137207,7.379348993301392
True,True,3,1,24,6,False,False,4,0.018687986,0.015334392,0.011462136,0.048030786,0.9682860374450684,7.044657945632935
True,True,5,1,24,6,False,True,4,0.0209303,0.016222198,0.012125752,0.048378933,0.8112902641296387,8.85907506942749
True,True,5,1,24,6,False,False,4,0.020936633,0.016260391,0.012154301,0.04874975,0.8021249771118164,8.696048974990845
False,True,3,1,24,6,False,True,4,0.018724794,0.015381828,0.0114975935,0.047405485,0.7920560836791992,6.705991268157959
False,True,3,1,24,6,False,False,4,0.018641144,0.015280526,0.011421872,0.04743611,0.8419492244720459,8.186809062957764
False,True,5,1,24,6,False,True,4,0.020904785,0.016198138,0.012107768,0.048092596,0.9912219047546387,8.97311520576477
False,True,5,1,24,6,False,False,4,0.020900186,0.016185885,0.0120986095,0.04789772,0.972801685333252,8.641981840133667
