include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,3,1,9,9,False,True,4,5.1539803,0.047495935,2.769354,0.0677878,42.21277904510498,188.01879286766052
True,True,3,1,9,9,False,False,4,5.161694,0.047602627,2.775575,0.06787419,42.08427286148071,183.99482607841492
True,True,5,1,9,9,False,True,4,5.1492643,0.04747852,2.7683387,0.06772379,42.96265172958374,198.70923686027527
True,True,5,1,9,9,False,False,4,5.1557136,0.04754599,2.7722726,0.06782768,43.22657108306885,190.39958214759827
False,True,3,1,9,9,False,True,4,5.550646,0.050588027,2.949645,0.07287465,43.007063150405884,162.2491500377655
False,True,3,1,9,9,False,False,4,5.568889,0.050739307,2.958466,0.07324039,42.59177112579346,160.147390127182
False,True,5,1,9,9,False,True,4,5.545149,0.050541244,2.9469175,0.07282533,43.53703689575195,182.97594499588013
False,True,5,1,9,9,False,False,4,5.561574,0.050680965,2.9550643,0.07315923,42.836678981781006,178.9040560722351
