include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,3,1,24,24,False,True,4,120.541534,0.08818959,49.39587,inf,42.67031979560852,405.3704550266266
True,True,3,1,24,24,False,False,4,128.99908,0.089661986,50.220577,inf,43.12361192703247,449.4598243236542
True,True,5,1,24,24,False,True,4,133.63942,0.09102163,50.98213,inf,54.89323806762695,1054.1721029281616
True,True,5,1,24,24,False,False,4,129.5402,0.09078617,50.850243,inf,56.736209869384766,1016.9117150306702
False,True,3,1,24,24,False,True,4,141.31378,0.099523276,55.743984,inf,60.66512179374695,663.3625147342682
False,True,3,1,24,24,False,False,4,143.92012,0.10144529,56.820526,inf,58.27268099784851,635.7378170490265
False,True,5,1,24,24,False,True,4,140.91998,0.0993401,55.64139,inf,70.54638910293579,3385.8499562740326
False,True,5,1,24,24,False,False,4,140.4811,0.09995812,55.98755,inf,70.76912903785706,4719.0067529678345
