include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,13,2,24,24,False,True,4,0.009933828,0.063115224,0.003408209,0.07336157,50.22473502159119,1016.7207682132721
True,True,13,3,24,24,False,True,4,0.009406776,0.061188567,0.0033041697,0.07299233,68.25043296813965,1259.392362833023
False,True,13,2,24,24,False,True,4,0.008120537,0.039149273,0.0021140524,0.043409485,56.470207929611206,941.952388048172
False,True,13,3,24,24,False,True,4,0.008630533,0.03884373,0.002097553,0.042774457,79.41256499290466,1148.6850547790527
