include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,17,2,24,24,False,True,4,0.009704086,0.05819233,0.0031423736,0.06576351,53.547796964645386,1591.7863030433655
True,True,17,3,24,24,False,True,4,0.009699931,0.059732046,0.0032255177,0.068663016,71.55615496635437,2175.6556701660156
False,True,17,2,24,24,False,True,4,0.00842009,0.03667498,0.0019804412,0.040248297,68.24980306625366,1616.034970998764
False,True,17,3,24,24,False,True,4,0.00808416,0.03787581,0.0020452857,0.04230589,79.59837007522583,9977.139513969421
