include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,17,2,24,6,False,True,4,0.019366091,0.015712358,0.011744658,0.049277224,2.8122098445892334,13.459427833557129
True,True,17,3,24,6,False,True,4,0.019241367,0.015591578,0.011654377,0.04891193,2.719993829727173,15.832129001617432
False,True,17,2,24,6,False,True,4,0.019352421,0.015686093,0.011725026,0.049105998,2.454720973968506,12.500609874725342
False,True,17,3,24,6,False,True,4,0.019268718,0.015585541,0.011649865,0.0487558,3.358210802078247,15.995187997817993
