include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,15,2,24,24,False,True,4,0.011036297,0.06689245,0.0036121781,0.075444214,51.37837600708008,989.5400619506836
True,True,15,3,24,24,False,True,4,0.010064759,0.06287844,0.0033954221,0.07205637,66.20243787765503,1301.4181897640228
False,True,15,2,24,24,False,True,4,0.008328702,0.03834164,0.0020704407,0.043946505,57.158812046051025,936.3892691135406
False,True,15,3,24,24,False,True,4,0.008664892,0.038621098,0.0020855311,0.044106983,75.06879687309265,1171.3206458091736
