include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,13,2,24,6,False,True,4,0.019394936,0.015703667,0.011738162,0.048313867,2.7480592727661133,9.38844633102417
True,True,13,3,24,6,False,True,4,0.019311056,0.015632467,0.011684941,0.048669584,2.624345064163208,9.864007234573364
False,True,13,2,24,6,False,True,4,0.019398069,0.01568025,0.011720657,0.048457332,2.0905630588531494,8.441156148910522
False,True,13,3,24,6,False,True,4,0.019324575,0.0156287,0.011682125,0.048424874,2.699699878692627,9.65708303451538
