include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,19,2,9,9,False,True,4,5.113179,0.047115404,2.7471664,0.06714518,77.33017492294312,255.1084349155426
True,True,19,3,9,9,False,True,4,5.1032286,0.047011625,2.7411153,0.066948496,100.21916317939758,322.190505027771
