include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,13,2,9,9,False,True,4,5.1374216,0.047375165,2.7623124,0.06752894,76.40955424308777,235.6489839553833
True,True,13,3,9,9,False,True,4,5.1330047,0.047332484,2.7598236,0.0674112,95.70947885513306,289.63817977905273
False,True,13,2,9,9,False,True,4,5.534378,0.050451584,2.9416895,0.07254871,77.85557508468628,224.40633606910706
False,True,13,3,9,9,False,True,4,5.5267687,0.050391223,2.9381702,0.07238363,98.19031286239624,261.36457085609436
