include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,7,1,24,6,False,True,4,0.018359855,0.015118964,0.011301109,0.047526956,0.7737898826599121,7.785604000091553
True,True,7,1,24,6,False,False,4,0.018456746,0.015235512,0.011388225,0.04747442,0.7702450752258301,7.0256922245025635
True,True,9,1,24,6,False,True,4,0.01869717,0.015394023,0.011506708,0.048198905,0.7774052619934082,7.132410287857056
True,True,9,1,24,6,False,False,4,0.018628769,0.015294448,0.011432279,0.048243113,0.7595798969268799,7.024585962295532
True,True,11,1,24,6,False,True,4,0.020874983,0.016224891,0.012127766,0.048358,0.8093550205230713,8.925677061080933
True,True,11,1,24,6,False,False,4,0.020932281,0.0162295,0.01213121,0.048347663,0.8509531021118164,8.9892098903656
