include_covariates,include_itself,include_motif_information,k_motifs,motif_length,no_points_after_motif,do_normalization,include_similarity,EXCL_ZONE_DENOM,RMSE,WAPE,MAE,MAPE,Time_Processing,Time_Overall
True,True,0,1,24,1,False,False,4,0.019549614,0.015724955,0.011754074,0.0473708,0.2476818561553955,5.222275018692017
False,True,0,1,24,1,False,False,4,0.019542774,0.015714908,0.011746564,0.047434438,0.25676512718200684,5.0635480880737305
